ID,Title,Link,Difficulty,Paid Only,Status,Slug,Tags
1134,Armstrong Number,https://leetcode.com/problems/armstrong-number/,EASY,True,TO_DO,armstrong-number,Math
1135,Connecting Cities With Minimum Cost,https://leetcode.com/problems/connecting-cities-with-minimum-cost/,MEDIUM,True,TO_DO,connecting-cities-with-minimum-cost,"Union-Find, Graph Theory, Heap (Priority Queue), Minimum Spanning Tree"
1136,Parallel Courses,https://leetcode.com/problems/parallel-courses/,MEDIUM,True,TO_DO,parallel-courses,"Graph Theory, Topological Sort"
1137,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number/,EASY,False,TO_DO,n-th-tribonacci-number,"Math, Dynamic Programming, Memoization"
1138,Alphabet Board Path,https://leetcode.com/problems/alphabet-board-path/,MEDIUM,False,TO_DO,alphabet-board-path,"Hash Table, String"
1139,Largest 1-Bordered Square,https://leetcode.com/problems/largest-1-bordered-square/,MEDIUM,False,TO_DO,largest-1-bordered-square,"Array, Dynamic Programming, Matrix"
1140,Stone Game II,https://leetcode.com/problems/stone-game-ii/,MEDIUM,False,TO_DO,stone-game-ii,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory"
1141,User Activity for the Past 30 Days I,https://leetcode.com/problems/user-activity-for-the-past-30-days-i/,EASY,False,TO_DO,user-activity-for-the-past-30-days-i,Database
1142,User Activity for the Past 30 Days II,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii/,EASY,True,TO_DO,user-activity-for-the-past-30-days-ii,Database
1143,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence/,MEDIUM,False,TO_DO,longest-common-subsequence,"String, Dynamic Programming"
1144,Decrease Elements To Make Array Zigzag,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/,MEDIUM,False,TO_DO,decrease-elements-to-make-array-zigzag,"Array, Greedy"
1145,Binary Tree Coloring Game,https://leetcode.com/problems/binary-tree-coloring-game/,MEDIUM,False,TO_DO,binary-tree-coloring-game,"Tree, Depth-First Search, Binary Tree"
1146,Snapshot Array,https://leetcode.com/problems/snapshot-array/,MEDIUM,False,TO_DO,snapshot-array,"Array, Hash Table, Binary Search, Design"
1147,Longest Chunked Palindrome Decomposition,https://leetcode.com/problems/longest-chunked-palindrome-decomposition/,HARD,False,TO_DO,longest-chunked-palindrome-decomposition,"Two Pointers, String, Dynamic Programming, Greedy, Rolling Hash, Hash Function"
1148,Article Views I,https://leetcode.com/problems/article-views-i/,EASY,False,TO_DO,article-views-i,Database
1149,Article Views II,https://leetcode.com/problems/article-views-ii/,MEDIUM,True,TO_DO,article-views-ii,Database
1150,Check If a Number Is Majority Element in a Sorted Array,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array/,EASY,True,TO_DO,check-if-a-number-is-majority-element-in-a-sorted-array,"Array, Binary Search"
1151,Minimum Swaps to Group All 1's Together,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/,MEDIUM,True,TO_DO,minimum-swaps-to-group-all-1s-together,"Array, Sliding Window"
1152,Analyze User Website Visit Pattern,https://leetcode.com/problems/analyze-user-website-visit-pattern/,MEDIUM,True,TO_DO,analyze-user-website-visit-pattern,"Array, Hash Table, String, Sorting"
1153,String Transforms Into Another String,https://leetcode.com/problems/string-transforms-into-another-string/,HARD,True,TO_DO,string-transforms-into-another-string,"Hash Table, String, Graph Theory"
1154,Day of the Year,https://leetcode.com/problems/day-of-the-year/,EASY,False,TO_DO,day-of-the-year,"Math, String"
1155,Number of Dice Rolls With Target Sum,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/,MEDIUM,False,TO_DO,number-of-dice-rolls-with-target-sum,Dynamic Programming
1156,Swap For Longest Repeated Character Substring,https://leetcode.com/problems/swap-for-longest-repeated-character-substring/,MEDIUM,False,TO_DO,swap-for-longest-repeated-character-substring,"Hash Table, String, Sliding Window"
1157,Online Majority Element In Subarray,https://leetcode.com/problems/online-majority-element-in-subarray/,HARD,False,TO_DO,online-majority-element-in-subarray,"Array, Binary Search, Design, Binary Indexed Tree, Segment Tree"
1158,Market Analysis I,https://leetcode.com/problems/market-analysis-i/,MEDIUM,False,TO_DO,market-analysis-i,Database
1159,Market Analysis II,https://leetcode.com/problems/market-analysis-ii/,HARD,True,TO_DO,market-analysis-ii,Database
1160,Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/,EASY,False,TO_DO,find-words-that-can-be-formed-by-characters,"Array, Hash Table, String, Counting"
1161,Maximum Level Sum of a Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/,MEDIUM,False,TO_DO,maximum-level-sum-of-a-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1162,As Far from Land as Possible,https://leetcode.com/problems/as-far-from-land-as-possible/,MEDIUM,False,TO_DO,as-far-from-land-as-possible,"Array, Dynamic Programming, Breadth-First Search, Matrix"
1163,Last Substring in Lexicographical Order,https://leetcode.com/problems/last-substring-in-lexicographical-order/,HARD,False,TO_DO,last-substring-in-lexicographical-order,"Two Pointers, String"
1164,Product Price at a Given Date,https://leetcode.com/problems/product-price-at-a-given-date/,MEDIUM,False,TO_DO,product-price-at-a-given-date,Database
1165,Single-Row Keyboard,https://leetcode.com/problems/single-row-keyboard/,EASY,True,TO_DO,single-row-keyboard,"Hash Table, String"
1166,Design File System,https://leetcode.com/problems/design-file-system/,MEDIUM,True,TO_DO,design-file-system,"Hash Table, String, Design, Trie"
1167,Minimum Cost to Connect Sticks,https://leetcode.com/problems/minimum-cost-to-connect-sticks/,MEDIUM,True,TO_DO,minimum-cost-to-connect-sticks,"Array, Greedy, Heap (Priority Queue)"
1168,Optimize Water Distribution in a Village,https://leetcode.com/problems/optimize-water-distribution-in-a-village/,HARD,True,TO_DO,optimize-water-distribution-in-a-village,"Union-Find, Graph Theory, Heap (Priority Queue), Minimum Spanning Tree"
1169,Invalid Transactions,https://leetcode.com/problems/invalid-transactions/,MEDIUM,False,TO_DO,invalid-transactions,"Array, Hash Table, String, Sorting"
1170,Compare Strings by Frequency of the Smallest Character,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character/,MEDIUM,False,TO_DO,compare-strings-by-frequency-of-the-smallest-character,"Array, Hash Table, String, Binary Search, Sorting"
1171,Remove Zero Sum Consecutive Nodes from Linked List,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list/,MEDIUM,False,TO_DO,remove-zero-sum-consecutive-nodes-from-linked-list,"Hash Table, Linked List"
1172,Dinner Plate Stacks,https://leetcode.com/problems/dinner-plate-stacks/,HARD,False,TO_DO,dinner-plate-stacks,"Hash Table, Stack, Design, Heap (Priority Queue)"
1173,Immediate Food Delivery I,https://leetcode.com/problems/immediate-food-delivery-i/,EASY,True,TO_DO,immediate-food-delivery-i,Database
1174,Immediate Food Delivery II,https://leetcode.com/problems/immediate-food-delivery-ii/,MEDIUM,False,TO_DO,immediate-food-delivery-ii,Database
1175,Prime Arrangements,https://leetcode.com/problems/prime-arrangements/,EASY,False,TO_DO,prime-arrangements,Math
1176,Diet Plan Performance,https://leetcode.com/problems/diet-plan-performance/,EASY,True,TO_DO,diet-plan-performance,"Array, Sliding Window"
1177,Can Make Palindrome from Substring,https://leetcode.com/problems/can-make-palindrome-from-substring/,MEDIUM,False,TO_DO,can-make-palindrome-from-substring,"Array, Hash Table, String, Bit Manipulation, Prefix Sum"
1178,Number of Valid Words for Each Puzzle,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle/,HARD,False,TO_DO,number-of-valid-words-for-each-puzzle,"Array, Hash Table, String, Bit Manipulation, Trie"
1179,Reformat Department Table,https://leetcode.com/problems/reformat-department-table/,EASY,False,TO_DO,reformat-department-table,Database
1180,Count Substrings with Only One Distinct Letter,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter/,EASY,True,TO_DO,count-substrings-with-only-one-distinct-letter,"Math, String"
1181,Before and After Puzzle,https://leetcode.com/problems/before-and-after-puzzle/,MEDIUM,True,TO_DO,before-and-after-puzzle,"Array, Hash Table, String, Sorting"
1182,Shortest Distance to Target Color,https://leetcode.com/problems/shortest-distance-to-target-color/,MEDIUM,True,TO_DO,shortest-distance-to-target-color,"Array, Binary Search, Dynamic Programming"
1183,Maximum Number of Ones,https://leetcode.com/problems/maximum-number-of-ones/,HARD,True,TO_DO,maximum-number-of-ones,"Math, Greedy, Sorting, Heap (Priority Queue)"
1184,Distance Between Bus Stops,https://leetcode.com/problems/distance-between-bus-stops/,EASY,False,TO_DO,distance-between-bus-stops,Array
1185,Day of the Week,https://leetcode.com/problems/day-of-the-week/,EASY,False,TO_DO,day-of-the-week,Math
1186,Maximum Subarray Sum with One Deletion,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion/,MEDIUM,False,TO_DO,maximum-subarray-sum-with-one-deletion,"Array, Dynamic Programming"
1187,Make Array Strictly Increasing,https://leetcode.com/problems/make-array-strictly-increasing/,HARD,False,TO_DO,make-array-strictly-increasing,"Array, Binary Search, Dynamic Programming, Sorting"
1188,Design Bounded Blocking Queue,https://leetcode.com/problems/design-bounded-blocking-queue/,MEDIUM,True,TO_DO,design-bounded-blocking-queue,Concurrency
1189,Maximum Number of Balloons,https://leetcode.com/problems/maximum-number-of-balloons/,EASY,False,TO_DO,maximum-number-of-balloons,"Hash Table, String, Counting"
1190,Reverse Substrings Between Each Pair of Parentheses,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/,MEDIUM,False,TO_DO,reverse-substrings-between-each-pair-of-parentheses,"String, Stack"
1191,K-Concatenation Maximum Sum,https://leetcode.com/problems/k-concatenation-maximum-sum/,MEDIUM,False,TO_DO,k-concatenation-maximum-sum,"Array, Dynamic Programming"
1192,Critical Connections in a Network,https://leetcode.com/problems/critical-connections-in-a-network/,HARD,False,TO_DO,critical-connections-in-a-network,"Depth-First Search, Graph Theory, Biconnected Component"
1193,Monthly Transactions I,https://leetcode.com/problems/monthly-transactions-i/,MEDIUM,False,TO_DO,monthly-transactions-i,Database
1194,Tournament Winners,https://leetcode.com/problems/tournament-winners/,HARD,True,TO_DO,tournament-winners,Database
1195,Fizz Buzz Multithreaded,https://leetcode.com/problems/fizz-buzz-multithreaded/,MEDIUM,False,TO_DO,fizz-buzz-multithreaded,Concurrency
1196,How Many Apples Can You Put into the Basket,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket/,EASY,True,TO_DO,how-many-apples-can-you-put-into-the-basket,"Array, Greedy, Sorting"
1197,Minimum Knight Moves,https://leetcode.com/problems/minimum-knight-moves/,MEDIUM,True,TO_DO,minimum-knight-moves,Breadth-First Search
1198,Find Smallest Common Element in All Rows,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/,MEDIUM,True,TO_DO,find-smallest-common-element-in-all-rows,"Array, Hash Table, Binary Search, Matrix, Counting"
1199,Minimum Time to Build Blocks,https://leetcode.com/problems/minimum-time-to-build-blocks/,HARD,True,TO_DO,minimum-time-to-build-blocks,"Array, Math, Greedy, Heap (Priority Queue)"
1200,Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference/,EASY,False,TO_DO,minimum-absolute-difference,"Array, Sorting"
1201,Ugly Number III,https://leetcode.com/problems/ugly-number-iii/,MEDIUM,False,TO_DO,ugly-number-iii,"Math, Binary Search, Combinatorics, Number Theory"
1202,Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps/,MEDIUM,False,TO_DO,smallest-string-with-swaps,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union-Find, Sorting"
1203,Sort Items by Groups Respecting Dependencies,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/,HARD,False,TO_DO,sort-items-by-groups-respecting-dependencies,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
1204,Last Person to Fit in the Bus,https://leetcode.com/problems/last-person-to-fit-in-the-bus/,MEDIUM,False,TO_DO,last-person-to-fit-in-the-bus,Database
1205,Monthly Transactions II,https://leetcode.com/problems/monthly-transactions-ii/,MEDIUM,True,TO_DO,monthly-transactions-ii,Database
1206,Design Skiplist,https://leetcode.com/problems/design-skiplist/,HARD,False,TO_DO,design-skiplist,"Linked List, Design"
1207,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences/,EASY,False,TO_DO,unique-number-of-occurrences,"Array, Hash Table"
1208,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget/,MEDIUM,False,TO_DO,get-equal-substrings-within-budget,"String, Binary Search, Sliding Window, Prefix Sum"
1209,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,MEDIUM,False,TO_DO,remove-all-adjacent-duplicates-in-string-ii,"String, Stack"
1210,Minimum Moves to Reach Target with Rotations,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/,HARD,False,TO_DO,minimum-moves-to-reach-target-with-rotations,"Array, Breadth-First Search, Matrix"
1211,Queries Quality and Percentage,https://leetcode.com/problems/queries-quality-and-percentage/,EASY,False,TO_DO,queries-quality-and-percentage,Database
1212,Team Scores in Football Tournament,https://leetcode.com/problems/team-scores-in-football-tournament/,MEDIUM,True,TO_DO,team-scores-in-football-tournament,Database
1213,Intersection of Three Sorted Arrays,https://leetcode.com/problems/intersection-of-three-sorted-arrays/,EASY,True,TO_DO,intersection-of-three-sorted-arrays,"Array, Hash Table, Binary Search, Counting"
1214,Two Sum BSTs,https://leetcode.com/problems/two-sum-bsts/,MEDIUM,True,TO_DO,two-sum-bsts,"Two Pointers, Binary Search, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1215,Stepping Numbers,https://leetcode.com/problems/stepping-numbers/,MEDIUM,True,TO_DO,stepping-numbers,"Math, Backtracking, Breadth-First Search"
1216,Valid Palindrome III,https://leetcode.com/problems/valid-palindrome-iii/,HARD,True,TO_DO,valid-palindrome-iii,"String, Dynamic Programming"
1217,Minimum Cost to Move Chips to The Same Position,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/,EASY,False,TO_DO,minimum-cost-to-move-chips-to-the-same-position,"Array, Math, Greedy"
1218,Longest Arithmetic Subsequence of Given Difference,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/,MEDIUM,False,TO_DO,longest-arithmetic-subsequence-of-given-difference,"Array, Hash Table, Dynamic Programming"
1219,Path with Maximum Gold,https://leetcode.com/problems/path-with-maximum-gold/,MEDIUM,False,TO_DO,path-with-maximum-gold,"Array, Backtracking, Matrix"
1220,Count Vowels Permutation,https://leetcode.com/problems/count-vowels-permutation/,HARD,False,TO_DO,count-vowels-permutation,Dynamic Programming
1221,Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings/,EASY,False,TO_DO,split-a-string-in-balanced-strings,"String, Greedy, Counting"
1222,Queens That Can Attack the King,https://leetcode.com/problems/queens-that-can-attack-the-king/,MEDIUM,False,TO_DO,queens-that-can-attack-the-king,"Array, Matrix, Simulation"
1223,Dice Roll Simulation,https://leetcode.com/problems/dice-roll-simulation/,HARD,False,TO_DO,dice-roll-simulation,"Array, Dynamic Programming"
1224,Maximum Equal Frequency,https://leetcode.com/problems/maximum-equal-frequency/,HARD,False,TO_DO,maximum-equal-frequency,"Array, Hash Table"
1225,Report Contiguous Dates,https://leetcode.com/problems/report-contiguous-dates/,HARD,True,TO_DO,report-contiguous-dates,Database
1226,The Dining Philosophers,https://leetcode.com/problems/the-dining-philosophers/,MEDIUM,False,TO_DO,the-dining-philosophers,Concurrency
1227,Airplane Seat Assignment Probability,https://leetcode.com/problems/airplane-seat-assignment-probability/,MEDIUM,False,TO_DO,airplane-seat-assignment-probability,"Math, Dynamic Programming, Brainteaser, Probability and Statistics"
1228,Missing Number In Arithmetic Progression,https://leetcode.com/problems/missing-number-in-arithmetic-progression/,EASY,True,TO_DO,missing-number-in-arithmetic-progression,"Array, Math"
1229,Meeting Scheduler,https://leetcode.com/problems/meeting-scheduler/,MEDIUM,True,TO_DO,meeting-scheduler,"Array, Two Pointers, Sorting"
1230,Toss Strange Coins,https://leetcode.com/problems/toss-strange-coins/,MEDIUM,True,TO_DO,toss-strange-coins,"Array, Math, Dynamic Programming, Probability and Statistics"
1231,Divide Chocolate,https://leetcode.com/problems/divide-chocolate/,HARD,True,TO_DO,divide-chocolate,"Array, Binary Search"
1232,Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line/,EASY,False,TO_DO,check-if-it-is-a-straight-line,"Array, Math, Geometry"
1233,Remove Sub-Folders from the Filesystem,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/,MEDIUM,False,TO_DO,remove-sub-folders-from-the-filesystem,"Array, String, Depth-First Search, Trie"
1234,Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,MEDIUM,False,TO_DO,replace-the-substring-for-balanced-string,"String, Sliding Window"
1235,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,HARD,False,TO_DO,maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting"
1236,Web Crawler,https://leetcode.com/problems/web-crawler/,MEDIUM,True,TO_DO,web-crawler,"String, Depth-First Search, Breadth-First Search, Interactive"
1237,Find Positive Integer Solution for a Given Equation,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation/,MEDIUM,False,TO_DO,find-positive-integer-solution-for-a-given-equation,"Math, Two Pointers, Binary Search, Interactive"
1238,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation/,MEDIUM,False,TO_DO,circular-permutation-in-binary-representation,"Math, Backtracking, Bit Manipulation"
1239,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/,MEDIUM,False,TO_DO,maximum-length-of-a-concatenated-string-with-unique-characters,"Array, String, Backtracking, Bit Manipulation"
1240,Tiling a Rectangle with the Fewest Squares,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares/,HARD,False,TO_DO,tiling-a-rectangle-with-the-fewest-squares,Backtracking
1241,Number of Comments per Post,https://leetcode.com/problems/number-of-comments-per-post/,EASY,True,TO_DO,number-of-comments-per-post,Database
1242,Web Crawler Multithreaded,https://leetcode.com/problems/web-crawler-multithreaded/,MEDIUM,True,TO_DO,web-crawler-multithreaded,"Depth-First Search, Breadth-First Search, Concurrency"
1243,Array Transformation,https://leetcode.com/problems/array-transformation/,EASY,True,TO_DO,array-transformation,"Array, Simulation"
1244,Design A Leaderboard,https://leetcode.com/problems/design-a-leaderboard/,MEDIUM,True,TO_DO,design-a-leaderboard,"Hash Table, Design, Sorting"
1245,Tree Diameter,https://leetcode.com/problems/tree-diameter/,MEDIUM,True,TO_DO,tree-diameter,"Tree, Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
1246,Palindrome Removal,https://leetcode.com/problems/palindrome-removal/,HARD,True,TO_DO,palindrome-removal,"Array, Dynamic Programming"
1247,Minimum Swaps to Make Strings Equal,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/,MEDIUM,False,TO_DO,minimum-swaps-to-make-strings-equal,"Math, String, Greedy"
1248,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays/,MEDIUM,False,TO_DO,count-number-of-nice-subarrays,"Array, Hash Table, Math, Sliding Window, Prefix Sum"
1249,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/,MEDIUM,False,TO_DO,minimum-remove-to-make-valid-parentheses,"String, Stack"
1250,Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array/,HARD,False,TO_DO,check-if-it-is-a-good-array,"Array, Math, Number Theory"
1251,Average Selling Price,https://leetcode.com/problems/average-selling-price/,EASY,False,TO_DO,average-selling-price,Database
1252,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix/,EASY,False,TO_DO,cells-with-odd-values-in-a-matrix,"Array, Math, Simulation"
1253,Reconstruct a 2-Row Binary Matrix,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix/,MEDIUM,False,TO_DO,reconstruct-a-2-row-binary-matrix,"Array, Greedy, Matrix"
1254,Number of Closed Islands,https://leetcode.com/problems/number-of-closed-islands/,MEDIUM,False,TO_DO,number-of-closed-islands,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
1255,Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,HARD,False,TO_DO,maximum-score-words-formed-by-letters,"Array, Hash Table, String, Dynamic Programming, Backtracking, Bit Manipulation, Counting, Bitmask"
1256,Encode Number,https://leetcode.com/problems/encode-number/,MEDIUM,True,TO_DO,encode-number,"Math, String, Bit Manipulation"
1257,Smallest Common Region,https://leetcode.com/problems/smallest-common-region/,MEDIUM,True,TO_DO,smallest-common-region,"Array, Hash Table, String, Tree, Depth-First Search, Breadth-First Search"
1258,Synonymous Sentences,https://leetcode.com/problems/synonymous-sentences/,MEDIUM,True,TO_DO,synonymous-sentences,"Array, Hash Table, String, Backtracking, Sort, Union-Find"
1259,Handshakes That Don't Cross,https://leetcode.com/problems/handshakes-that-dont-cross/,HARD,True,TO_DO,handshakes-that-dont-cross,"Math, Dynamic Programming"
1260,Shift 2D Grid,https://leetcode.com/problems/shift-2d-grid/,EASY,False,TO_DO,shift-2d-grid,"Array, Matrix, Simulation"
1261,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/,MEDIUM,False,TO_DO,find-elements-in-a-contaminated-binary-tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
1262,Greatest Sum Divisible by Three,https://leetcode.com/problems/greatest-sum-divisible-by-three/,MEDIUM,False,TO_DO,greatest-sum-divisible-by-three,"Array, Dynamic Programming, Greedy, Sorting"
1263,Minimum Moves to Move a Box to Their Target Location,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/,HARD,False,TO_DO,minimum-moves-to-move-a-box-to-their-target-location,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
1264,Page Recommendations,https://leetcode.com/problems/page-recommendations/,MEDIUM,True,TO_DO,page-recommendations,Database
1265,Print Immutable Linked List in Reverse,https://leetcode.com/problems/print-immutable-linked-list-in-reverse/,MEDIUM,True,TO_DO,print-immutable-linked-list-in-reverse,"Linked List, Two Pointers, Stack, Recursion"
1266,Minimum Time Visiting All Points,https://leetcode.com/problems/minimum-time-visiting-all-points/,EASY,False,TO_DO,minimum-time-visiting-all-points,"Array, Math, Geometry"
1267,Count Servers that Communicate,https://leetcode.com/problems/count-servers-that-communicate/,MEDIUM,False,TO_DO,count-servers-that-communicate,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix, Counting"
1268,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system/,MEDIUM,False,TO_DO,search-suggestions-system,"Array, String, Binary Search, Trie, Sorting, Heap (Priority Queue)"
1269,Number of Ways to Stay in the Same Place After Some Steps,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/,HARD,False,TO_DO,number-of-ways-to-stay-in-the-same-place-after-some-steps,Dynamic Programming
1270,All People Report to the Given Manager,https://leetcode.com/problems/all-people-report-to-the-given-manager/,MEDIUM,True,TO_DO,all-people-report-to-the-given-manager,Database
1271,Hexspeak,https://leetcode.com/problems/hexspeak/,EASY,True,TO_DO,hexspeak,"Math, String"
1272,Remove Interval,https://leetcode.com/problems/remove-interval/,MEDIUM,True,TO_DO,remove-interval,Array
1273,Delete Tree Nodes,https://leetcode.com/problems/delete-tree-nodes/,MEDIUM,True,TO_DO,delete-tree-nodes,"Array, Tree, Depth-First Search, Breadth-First Search"
1274,Number of Ships in a Rectangle,https://leetcode.com/problems/number-of-ships-in-a-rectangle/,HARD,True,TO_DO,number-of-ships-in-a-rectangle,"Array, Divide and Conquer, Interactive"
1275,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/,EASY,False,TO_DO,find-winner-on-a-tic-tac-toe-game,"Array, Hash Table, Matrix, Simulation"
1276,Number of Burgers with No Waste of Ingredients,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients/,MEDIUM,False,TO_DO,number-of-burgers-with-no-waste-of-ingredients,Math
1277,Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones/,MEDIUM,False,TO_DO,count-square-submatrices-with-all-ones,"Array, Dynamic Programming, Matrix"
1278,Palindrome Partitioning III,https://leetcode.com/problems/palindrome-partitioning-iii/,HARD,False,TO_DO,palindrome-partitioning-iii,"String, Dynamic Programming"
1279,Traffic Light Controlled Intersection,https://leetcode.com/problems/traffic-light-controlled-intersection/,EASY,True,TO_DO,traffic-light-controlled-intersection,Concurrency
1280,Students and Examinations,https://leetcode.com/problems/students-and-examinations/,EASY,False,TO_DO,students-and-examinations,Database
1281,Subtract the Product and Sum of Digits of an Integer,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer/,EASY,False,TO_DO,subtract-the-product-and-sum-of-digits-of-an-integer,Math
1282,Group the People Given the Group Size They Belong To,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/,MEDIUM,False,TO_DO,group-the-people-given-the-group-size-they-belong-to,"Array, Hash Table, Greedy"
1283,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/,MEDIUM,False,TO_DO,find-the-smallest-divisor-given-a-threshold,"Array, Binary Search"
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix/,HARD,False,TO_DO,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,"Array, Hash Table, Bit Manipulation, Breadth-First Search, Matrix"
1285,Find the Start and End Number of Continuous Ranges,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges/,MEDIUM,True,TO_DO,find-the-start-and-end-number-of-continuous-ranges,Database
1286,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination/,MEDIUM,False,TO_DO,iterator-for-combination,"String, Backtracking, Design, Iterator"
1287,Element Appearing More Than 25% In Sorted Array,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array/,EASY,False,TO_DO,element-appearing-more-than-25-in-sorted-array,Array
1288,Remove Covered Intervals,https://leetcode.com/problems/remove-covered-intervals/,MEDIUM,False,TO_DO,remove-covered-intervals,"Array, Sorting"
1289,Minimum Falling Path Sum II,https://leetcode.com/problems/minimum-falling-path-sum-ii/,HARD,False,TO_DO,minimum-falling-path-sum-ii,"Array, Dynamic Programming, Matrix"
1290,Convert Binary Number in a Linked List to Integer,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/,EASY,False,TO_DO,convert-binary-number-in-a-linked-list-to-integer,"Linked List, Math"
1291,Sequential Digits,https://leetcode.com/problems/sequential-digits/,MEDIUM,False,TO_DO,sequential-digits,Enumeration
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold/,MEDIUM,False,TO_DO,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,"Array, Binary Search, Matrix, Prefix Sum"
1293,Shortest Path in a Grid with Obstacles Elimination,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/,HARD,False,TO_DO,shortest-path-in-a-grid-with-obstacles-elimination,"Array, Breadth-First Search, Matrix"
1294,Weather Type in Each Country,https://leetcode.com/problems/weather-type-in-each-country/,EASY,True,TO_DO,weather-type-in-each-country,Database
